Source Sentence	Target Sentence	Predicted Sentence
I walk on the hill when it rains to look for things that belonged to me.	أَمْشي على التَلِّ عندما تمطرُ للبَحْث عن الأشياءِ التي تعود لي.	أَمْشي على التَلِّ عندما تمطرُ للبَحْث عن الأشياءِ التي تعود لي.
Every once in a while I get lucky and find something.	مَرَّاتٌ عَلَى فَتَرَاتٍ أُصبحُ محظوظاً وأَجِدُ شيءاً.	من وقت لآخر، أحظى بالحظ وأجد شيئًا.
The little town of Bridge Creek, south of Oklahoma City, was worst affected.	البلدة الصَغيرة مِنْ جدولِ الجسرِ، جنوب مدينة أوكلاهوما، كَانَت أسوأ تأثر.	البلدة الصَغيرة مِنْ جدولِ الجسرِ، جنوب مدينة أوكلاهوما، كَانَت أسوأ تأثر.
In just 15 minutes, the twister had devastated the community, and in the hours that followed, survivors struggled to the school gym, one of the few remaining buildings.	في فقط 15 دقيقة، الإعصار دمّرَ الجاليةَ , وفي الساعات التالية , كافحَ باقون على قيد الحياةُ من أجل جمناز يومِ المدرسةَ , أحد البناياتِ الباقيةِ .	في غضون 15 دقيقة فقط، دمرت العاصفة المدمرة المجتمع، وفي الساعات التي تلت ذلك، كان الناجون يكافحون للوصول إلى صالة المدرسة، واحدة من القليل من المباني التي تبقت.
What have we got here?	ماذا لدينا هنا؟	ما الذي لدينا هنا؟
Their injuries were horrific.	إصاباتهم كَانتْ شنيعة.	إصاباتهم كانت مروعة.
The twister had thrown tons of metal, wood and glass into the air with the power of a machine gun.	رَمى الإعصارَ الأطنانَ مِنْ المعدنِ , الخشب والزجاج إلى الهواءِ بقوَّةِ سلاح رشاش.	رَمى الإعصارَ الأطنانَ مِنْ المعدنِ , الخشب والزجاج إلى الهواءِ بقوَّةِ سلاح رشاش.
The survivors bore all the hallmarks.	حَملَ الباقون على قيد الحياةَ كُلّ العلامات.	كان لدى الناجين جميع السمات المميزة.
Even mud and flecks of dirt had been driven at such high speeds that they'd been forced deep into the skin.	حتى الطين وبُقَع الوسخِ كَانا قَدْ قِيدا باتجاه مثل هذه السرعةِ العاليةِ بأنَّ هم أُجبروا إلى عُمقَ الجلدِ.	حتى الطين والشوائب تم دفعها بسرعات عالية جداً حتى أنها اخترقت بعمق في الجلد.
In an area of less than two square miles, ten of their neighbours had been killed.	في منطقةِ أقل مِنْ ميلين مربّعينِ , عشَر مِنْ جيرانِهم كَانوا قَدْ قُتِلوا.	في منطقةِ أقل مِنْ ميلين مربّعينِ , عشَر مِنْ جيرانِهم كَانوا قَدْ قُتِلوا.
The next day, the damage became clear.	اليوم التالي، أصبحَ الضررُ واضحاً.	اليوم التالي، أصبحَ الضررُ واضحاً.
The Bridge Creek tornado had mown a vast strip 20 miles long through the town and surrounding hills.	إعصار جدولِ الجسرَ قَصَّ شريط واسع 20 ميل لمدة طويلة خلال البلدةِ والتلالِ المحيطةِ.	إعصار جدولِ الجسرَ قَصَّ شريط واسع 20 ميل لمدة طويلة خلال البلدةِ والتلالِ المحيطةِ.
In all, 65 tornadoes hit the Oklahoma region that day.	إجمالاً، 65 إعصار ضَربتْ منطقة أوكلاهوما ذلك اليومِ.	إجمالاً، 65 إعصار ضَربتْ منطقة أوكلاهوما ذلك اليومِ.
42 people died and nearly 3,500 homes were destroyed in just 11 hours.	اثنان و أربعون شخص ماتوا وتقريباً 3,500 بيت حُطّمتْ في فقط 11 ساعة.	توفي 42 شخصًا وتم تدمير ما يقرب من 3,500 منزل في غضون 11 ساعة فقط.
There were several people killed by that tornado.	كان هناك عِدّة أشخاصَ قَتلوا بذلك الإعصارِ.	قُتِلَ عددٌ من الأشخاصِ بواسطة ذلك الإعصار.
People like the Darnells that lived here on the hill.	يَحْبُّ ناسَ عائلة دارنيل ذلك الذي يعيش هنا على التَلِّ.	يَحْبُّ ناسَ عائلة دارنيل ذلك الذي يعيش هنا على التَلِّ.
Kelly Cox lost her mother up there.	كيلي كوكس فقدت أمّها فوق هناك.	كيلي كوكس فقدت والدتها هناك.
The Underwoods lived over the hill here.	أندر ودس عاشَ على التَلِّ هنا.	عاشت عائلة أندروودز فوق التلة هنا.
Those people will always haunt me.	أولئك الناسِ سَيُطاردونَني دائماً.	أولئك الناسِ سَيُطاردونَني دائماً.
I hope I never go through anything like that again.	أَتمنّى بأنّني أبداً لا أَمْرُّ بأيّ شئِ مثل هذا ثانيةً.	أَتمنّى بأنّني أبداً لا أَمْرُّ بأيّ شئِ مثل هذا ثانيةً.
Once is enough.	هذا كافيُ.	هذا كافيُ.
When a powerful wind hits an object on land, it unleashes some of its energy - a house pulverised or a forest laid flat.	عندما الريح القويَّة تَضْربُ جسماً على الأرضِ، يُطلقُ العنان للبعض مِنْ طاقتِه - بيت سَحقَ أَو غابة سطّحتْ.	عندما يصطدم رياح قوية بجسم على الأرض، فإنها تحرر بعض طاقتها - تدمر المنزل أو تسطح الغابة.
But when the wind hits the water, the transfer of energy can be awesome.	لكن عندما تَضْربُ الريحَ الماءَ , نقل الطاقةِ يُمكنُ أَنْ يَكُونَ رهيبَ.	ولكن عندما يصطدم الرياح بالماء، يمكن أن يكون نقل الطاقة مذهلاً.
Wind creates friction on any surface.	تَخْلقُ الريحَ إحتكاكاً على أيّ سطح.	الريح تُسبب احتكاكاً على أي سطح.
But the largest on the planet is the ocean which covers over 70% of it.	لكن الأكبرَ على الكوكبِ المحيطُ الذي يَغطّي 70 % منه.	لكن الأكبرَ على الكوكبِ المحيطُ الذي يَغطّي 70 % منه.
So it's no surprise to find the friction between wind and water has amazing results.	لذا هو ليس مفاجأةَ لإيجاد الإحتكاك بين الريحِ والماءِ عِنْدَهُ نَتائِجُ مُدهِشةُ.	لذا هو ليس مفاجأةَ لإيجاد الإحتكاك بين الريحِ والماءِ عِنْدَهُ نَتائِجُ مُدهِشةُ.
Hawaii is the best place to test the enormous energy generated by the friction between the two.	هاواي أفضل مكانِ لإختِبار الطاقةِ الهائلةِ ولّدَ بالإحتكاكِ بين الإثنان.	هاواي هي أفضل مكان لاختبار الطاقة الهائلة التي تولدت بفعل الاحتكاك بين الاثنين.
The folks here are world experts at harnessing it in any way they can.	الناس هنا خبراءَ عالميينَ في تَسخيره في أية حال قدر المستطاع.	الأشخاص هنا خبراء عالميون في استغلاله بأي طريقة يستطيعون.
With just a few metres of nylon and a 20-mile-an-hour breeze, the power of the wind can be turned to a maximum-strength adrenaline buzz.	مَع فقط بضعة أمتار مِنْ النايلونِ و عشرون ميل في الساعة نسيم, قوَّة الريحِ يُمْكِنُ أَنْ تُدارَ إلى أزيز أدرينالينِ قوّةِ أقصى.	بمجرد بضعة أمتار من النايلون ونسيمٍ يبلغ سرعته عشرين ميل في الساعة، يمكن تحويل قوة الرياح إلى حماسة قوية للغاية.
Champion kite surfer Marigold Zoll claims she can get me airborne in a single afternoon.	راكبة أمواج الطائرة الورقيةِ الممتازِ ماريجولد زول يَدّعي بأنّها يُمْكِنُ أَنْ تَحْصلَ علي محمول جواً في العصر الوحيد.	يدّعي ماريغولد زول، البطلة في رياضة ركوب الطائرة الورقية، أنها يمكنها أن تجعلني في الهواء خلال بعد ظهر واحد فقط.
It can't be that difficult - it's only a kite, after all.	هو لا يُمكنُ أَنْ يَكُونَ ذلك صعبِ - هي فقط طائرة ورقية، على أي حال.	لا يمكن أن تكون صعبة جدًا - إنها مجرد طائرة ورقية، في النهاية.
If you double the wind speed, you get four times the force.	إذا تُضاعفُت سرعةَ الريحَ , تَحْصلُ على أربع مراتِ من القوةِ.	إذا قمت بتضاعف سرعة الرياح، ستحصل على أربعة أضعاف القوة.
So add another few miles an hour to the wind speed against my kite now and in theory there'd be enough power to lift the average family car.	يُضيفُ بِضْعَة أميالَ أخرى في السّاعة إلى سرعةِ الريحَ ضدّ طائرتي الورقيةِ الآن ونظرياً هناك سَيَكُونُ بما فيه الكفاية قوَّةَ لرَفْع السيارةِ العائليةِ المتوسطةِ.	إذا قمنا بزيادة عدة أميال في الساعة إلى سرعة الرياح التي تعمل على ضد طائرتي الورقية، بالنظرية، ستكون هناك قوة كافية لرفع سيارة العائلة العادية.
However, it seems today that's not going to work for me.	على أية حال، يَبْدو اليوم الذي لَنْ يَعْملَ لي.	على أية حال، يَبْدو اليوم الذي لَنْ يَعْملَ لي.
So we're getting a bigger kite?	لذا نحن سنحصل على طائرة ورقية أكبر؟	إذاً سنحصل على طائرة ورقية أكبر؟
"- Y""eah."""	"- ""نعم """	- نعم.
