Source Sentence	Target Sentence	Predicted Sentence
After the storm, evidence emerged that vehicles and even people had been sucked up into the tornado and carried vast distances.	بعد العاصفةِ، ظهر دليل تلك السيارات و حتى الناسِ كَانَ قَدْ مُصَّ إلى الإعصارِ وحَملَ لمسافاتَ واسعةَ.	بعد العاصفة، ظهرت أدلة تشير إلى أن المركبات حتى الأشخاص تمت مصاصتهم ونقلهم على مسافات بعيدة جداً بواسطة الإعصار.
Chad was one of the few survivors to witness the results.	تشاد كَان أحد الباقون على قيد الحياةِ لشَهادَة النَتائِجِ.	شاد كان واحدًا من الناجين القلائل الذين شهدوا النتائج.
A van and a pick-up came here from Verdon, Oklahoma, 55 miles away.	فان و شاحنة صغيرة جاءتْ هنا مِنْ فيردون، أوكلاهوما، على بعد 55 ميلاً.	وصلت سيارة فان وشاحنة صغيرة من مدينة فردون بولاية أوكلاهوما، على بُعد 55 ميل.
The guy who was supposedly dropped in this pond came from 30 miles away.	الرجل الذي أُسقطَ بإفتراض في هذه البركةِ جاءتْ مِنْ على بعد 30 ميلاً.	الشخص الذي يفترض أنه سقط في هذا البركة جاء من مسافة 30 ميل.
The tornado that ripped through Chad's neighbourhood is rare, known as an F5, the most powerful on the Fujita scale.	الإعصار الذي مزّقَ خلال حيِّ تشاد نادرُ , المعروف بإف 5, الأقوى على مِقياسِ فوجيتا.	الإعصار الذي مزّقَ خلال حيِّ تشاد نادرُ , المعروف بإف 5, الأقوى على مِقياسِ فوجيتا.
It contained the fastest winds ever recorded - a staggering 318 miles an hour.	إحتوى الرياحَ الأسرعَ مسجّل أعلى - ثلاث مائة ميل مدهش في السّاعة.	احتوى على أسرع الرياح التي تم تسجيلها على الإطلاق - بلغت 318 ميل في الساعة، وهي رقم مذهل.
At these speeds, wind can rip the tarmac from a road.	في هذه السرعةِ , الريح يُمْكِنُ أَنْ تُمزّقَ المَدْرَجَ مِنْ طريق.	عند هذه السرعات، يمكن للرياح أن تمزق الأسفلت من الطريق.
The force on the ground is the same as the shockwave from a nuclear bomb.	القوة على الأرضِ نفس الموجة الإهتزازية مِنْ قنبلة نووية.	القوة على الأرضِ نفس الموجة الإهتزازية مِنْ قنبلة نووية.
"My wife said, ""How's the house?"" I said, ""What house?"""	"زوجتي قالتْ، ""هكذا البيت؟ "" قُلتُ، ""أَيّ بيت؟ """	"زوجتي قالتْ، ""هكذا البيت؟ "" قُلتُ، ""أَيّ بيت؟ """
"She said, ""Don't joke."" I said, ""I'm not."""	"قالتْ، ""لا تنكّتُ. "" قُلتُ، ""لَستُ أنكت. """	"قالت: ""لا تمزح."" قلت: ""أنا لا."""
I said, 'Johnson's house isn't here, our house isn't here.	قُلتُ، ' بيت جونسن لَيسَ هنا , بيتنا لَيسَ هنا.	قُلتُ، ' بيت جونسن لَيسَ هنا , بيتنا لَيسَ هنا.
"""Nothing, there isn't nothing out here. """	"""لا شيء، ليس هناك لا شيءَ خارج هنا. """	لا شيء، لا يوجد شيء هنا.
It breaks your heart to find a piece of something that belonged to you.	يَكْسرُ قلبَكَ لإيجاد قطعة الشّيء الذي إعتد عليه.	يكسر قلبك أن تجد قطعة من شيء كان يعود لك.
I walk on the hill when it rains to look for things that belonged to me.	أَمْشي على التَلِّ عندما تمطرُ للبَحْث عن الأشياءِ التي تعود لي.	أَمْشي على التَلِّ عندما تمطرُ للبَحْث عن الأشياءِ التي تعود لي.
Every once in a while I get lucky and find something.	مَرَّاتٌ عَلَى فَتَرَاتٍ أُصبحُ محظوظاً وأَجِدُ شيءاً.	من وقت لآخر، أحظى بالحظ وأجد شيئًا.
The little town of Bridge Creek, south of Oklahoma City, was worst affected.	البلدة الصَغيرة مِنْ جدولِ الجسرِ، جنوب مدينة أوكلاهوما، كَانَت أسوأ تأثر.	البلدة الصَغيرة مِنْ جدولِ الجسرِ، جنوب مدينة أوكلاهوما، كَانَت أسوأ تأثر.
In just 15 minutes, the twister had devastated the community, and in the hours that followed, survivors struggled to the school gym, one of the few remaining buildings.	في فقط 15 دقيقة، الإعصار دمّرَ الجاليةَ , وفي الساعات التالية , كافحَ باقون على قيد الحياةُ من أجل جمناز يومِ المدرسةَ , أحد البناياتِ الباقيةِ .	في غضون 15 دقيقة فقط، دمرت العاصفة المدمرة المجتمع، وفي الساعات التي تلت ذلك، كان الناجون يكافحون للوصول إلى صالة المدرسة، واحدة من القليل من المباني التي تبقت.
What have we got here?	ماذا لدينا هنا؟	ما الذي لدينا هنا؟
Their injuries were horrific.	إصاباتهم كَانتْ شنيعة.	إصاباتهم كَانتْ شنيعة.
The twister had thrown tons of metal, wood and glass into the air with the power of a machine gun.	رَمى الإعصارَ الأطنانَ مِنْ المعدنِ , الخشب والزجاج إلى الهواءِ بقوَّةِ سلاح رشاش.	رَمى الإعصارَ الأطنانَ مِنْ المعدنِ , الخشب والزجاج إلى الهواءِ بقوَّةِ سلاح رشاش.
The survivors bore all the hallmarks.	حَملَ الباقون على قيد الحياةَ كُلّ العلامات.	حَملَ الباقون على قيد الحياةَ كُلّ العلامات.
Even mud and flecks of dirt had been driven at such high speeds that they'd been forced deep into the skin.	حتى الطين وبُقَع الوسخِ كَانا قَدْ قِيدا باتجاه مثل هذه السرعةِ العاليةِ بأنَّ هم أُجبروا إلى عُمقَ الجلدِ.	حتى الطين وبُقَع الوسخِ كَانا قَدْ قِيدا باتجاه مثل هذه السرعةِ العاليةِ بأنَّ هم أُجبروا إلى عُمقَ الجلدِ.
In an area of less than two square miles, ten of their neighbours had been killed.	في منطقةِ أقل مِنْ ميلين مربّعينِ , عشَر مِنْ جيرانِهم كَانوا قَدْ قُتِلوا.	في منطقةِ أقل مِنْ ميلين مربّعينِ , عشَر مِنْ جيرانِهم كَانوا قَدْ قُتِلوا.
The next day, the damage became clear.	اليوم التالي، أصبحَ الضررُ واضحاً.	اليوم التالي، أصبحَ الضررُ واضحاً.
The Bridge Creek tornado had mown a vast strip 20 miles long through the town and surrounding hills.	إعصار جدولِ الجسرَ قَصَّ شريط واسع 20 ميل لمدة طويلة خلال البلدةِ والتلالِ المحيطةِ.	إعصار بريدج كريك قام بتجريف شريط واسع يمتد لمسافة 20 ميل عبر المدينة والتلال المحيطة.
In all, 65 tornadoes hit the Oklahoma region that day.	إجمالاً، 65 إعصار ضَربتْ منطقة أوكلاهوما ذلك اليومِ.	بالمجمل، ضربت 65 إعصار منطقة أوكلاهوما في ذلك اليوم.
42 people died and nearly 3,500 homes were destroyed in just 11 hours.	اثنان و أربعون شخص ماتوا وتقريباً 3,500 بيت حُطّمتْ في فقط 11 ساعة.	اثنان و أربعون شخص ماتوا وتقريباً 3,500 بيت حُطّمتْ في فقط 11 ساعة.
There were several people killed by that tornado.	كان هناك عِدّة أشخاصَ قَتلوا بذلك الإعصارِ.	كان هناك عِدّة أشخاصَ قَتلوا بذلك الإعصارِ.
People like the Darnells that lived here on the hill.	يَحْبُّ ناسَ عائلة دارنيل ذلك الذي يعيش هنا على التَلِّ.	يَحْبُّ ناسَ عائلة دارنيل ذلك الذي يعيش هنا على التَلِّ.
Kelly Cox lost her mother up there.	كيلي كوكس فقدت أمّها فوق هناك.	كيلي كوكس فقدت والدتها هناك.
The Underwoods lived over the hill here.	أندر ودس عاشَ على التَلِّ هنا.	عاشت عائلة أندروودز فوق التلة هنا.
Those people will always haunt me.	أولئك الناسِ سَيُطاردونَني دائماً.	أولئك الناسِ سَيُطاردونَني دائماً.
I hope I never go through anything like that again.	أَتمنّى بأنّني أبداً لا أَمْرُّ بأيّ شئِ مثل هذا ثانيةً.	أَتمنّى بأنّني أبداً لا أَمْرُّ بأيّ شئِ مثل هذا ثانيةً.
Once is enough.	هذا كافيُ.	هذا كافيُ.
When a powerful wind hits an object on land, it unleashes some of its energy - a house pulverised or a forest laid flat.	عندما الريح القويَّة تَضْربُ جسماً على الأرضِ، يُطلقُ العنان للبعض مِنْ طاقتِه - بيت سَحقَ أَو غابة سطّحتْ.	عندما يصطدم رياح قوية بجسم على الأرض، فإنها تحرر بعض طاقتها - تدمر المنزل أو تسطح الغابة.
But when the wind hits the water, the transfer of energy can be awesome.	لكن عندما تَضْربُ الريحَ الماءَ , نقل الطاقةِ يُمكنُ أَنْ يَكُونَ رهيبَ.	ولكن عندما يصطدم الرياح بالماء، يمكن أن يكون نقل الطاقة مذهلاً.
Wind creates friction on any surface.	تَخْلقُ الريحَ إحتكاكاً على أيّ سطح.	الريح تُسبب احتكاكاً على أي سطح.
But the largest on the planet is the ocean which covers over 70% of it.	لكن الأكبرَ على الكوكبِ المحيطُ الذي يَغطّي 70 % منه.	ولكن أكبر مساحة على سطح الكوكب هي المحيط الذي يغطي أكثر من 70% منه.
