Source Sentence	Target Sentence	Predicted Sentence
Here in Hawaii, you get about seven crashing ashore every 60 seconds.	هنا في هاواي، تَتنقّلُ سبعة حوادث تَحْطيم على اليابسة كُلّ 60 ثانية.	هنا في هاواي، تَتنقّلُ سبعة حوادث تَحْطيم على اليابسة كُلّ 60 ثانية.
And over here, 10,500 miles to the east, on the far shore of the Atlantic, on the Irish coast, you get... eight waves a minute.	وهنا، 10,500 ميل إلى الشرقِ , على الشاطئِ البعيدِ للأطلسي , على الساحلِ الآيرلنديِ، تُصبحُ... ثمان موجاتِ في الدقيقة.	وهنا، 10,500 ميل إلى الشرقِ , على الشاطئِ البعيدِ للأطلسي , على الساحلِ الآيرلنديِ، تُصبحُ... ثمان موجاتِ في الدقيقة.
But if I go back there 5,000 miles... over to the smaller Gulf of Mexico, you count many more waves per minute.	لكن إذا عدت هناك 5,000 ميلَ... إلى الخليجِ الأصغرِ للمكسيك , تَحْسبُ المزيد مِنْ الموجاتِ بالدّقيقة.	ولكن إذا عدتُ إلى هناك على مسافة 5000 ميل... إلى الخليج الأصغر في المكسيك، ستجد أعدادًا أكبر من الموجات في الدقيقة.
Nine... ten... eleven.	تسعة... عشَر... أحدَعشرَ .	تسعة... عشرة... إحدى عشر
There are 12 per minute - that's five more than in Hawaii.	هناك 12 بالدّقيقة - تلك خمسة أكثر مِنْ هاواي.	هناك 12 في الدقيقة - وهذا يعني خمسة أكثر من هاواي.
That's because the Atlantic and the Pacific are far bigger oceans than the Gulf of Mexico.	ذلك لأن الأطلسي والمحيط الهادي محيطاتَ أكبرَ جداً مِنْ خليجِ المكسيك.	ذلك يعود لأن المحيط الأطلسي والباسيفيك هما محيطان أكبر بكثير من خليج المكسيك.
The bigger the ocean, the more time and space for the wind to act upon it.	أكبر محيط، الوقت الأكثر وفضاء للريحِ للتَصَرُّف بناء عليه.	أكبر محيط، الوقت الأكثر وفضاء للريحِ للتَصَرُّف بناء عليه.
The longer the wind blows on a wave, the larger it becomes and the more distant from other waves.	الريح الأطولَ تنفخ على الموجة , الأكبر قدوما والأكثر بُعداً مِنْ الموجاتِ الأخرى.	كلما استمرت الرياح في هبوبها على الموجة، كلما زادت حجمها وابتعدت أكثر عن الموجات الأخرى.
So in really big oceans, you get bigger waves and fewer of them - about seven every minute on the Pacific coast, compared to 12 on the smaller Gulf of Mexico.	لذا في المحيطاتِ الكبيرةِ جداً، تُصبحُ موجات أكبر وأقل منهم - حوالي سبعة كُلّ دقيقة على شاطئ المحيط الهادي , قَارنَ إلى 12 على الخليجِ الأصغرِ للمكسيك.	لذا في المحيطاتِ الكبيرةِ جداً، تُصبحُ موجات أكبر وأقل منهم - حوالي سبعة كُلّ دقيقة على شاطئ المحيط الهادي , قَارنَ إلى 12 على الخليجِ الأصغرِ للمكسيك.
If there's no wind, there's no waves.	إذا ليس هناك ريح، ليس هناك موجات.	إذا ليس هناك ريح، ليس هناك موجات.
The erratic nature of the wind stabbing at the surface creates waves.	الطبيعة العصبية للريحِ طَعْنت في السطحِ تَخْلقُ الموجاتَ.	الطبيعة العشوائية للرياح التي تطعن السطح تتسبب في تكوين الأمواج.
The further across the sea the wind blows, the bigger the wave it creates.	الآخرون عبر البحرِ، الريح تَنْفخُ , الموجة الأكبر تَخْلقُ.	كلما زاد طول الرياح عبر البحر، زاد حجم الموجة التي تسببها.
Wind and water are in constant contact, each bringing friction against each other.	ريح وماء في الإتصالِ الثابتِ , كُلّ جَلْب إحتكاكِ كُلّ ضدّ الآخر.	الرياح والماء في اتصال مستمر، حيث يتبادلان الاحتكاك بينهما.
This friction literally whips up the ocean, sculpting water into its most beautiful form.	يُثيرُ هذا الإحتكاكِ المحيطَ بشكل حرفي , يَنْحتُ ماءاً إلى شكلِه الجميلِ.	تتولّد هذه الاحتكاكات بشكل حرفي في المحيط، حيث يقوم بنحت الماء وتشكيله على أجمل شكل له.
But elsewhere in the world, a powerful wind can turn waves into monsters.	لكن في مكان آخر في العالم , ريح قويَّة يُمْكِنُ أَنْ تَدُورَ الموجاتَ إلى الوحوشِ.	لكن في مكان آخر في العالم , ريح قويَّة يُمْكِنُ أَنْ تَدُورَ الموجاتَ إلى الوحوشِ.
A big storm on one side of an ocean can push big rollers thousands of miles onto beaches on the other side.	العاصفة الكبيرة من جهة المحيطِ يُمْكِنُ أَنْ يَدْفعَ آلافَ الدحروجاتِ الكبيرةِ مِنْ الأميالِ في الشواطئِ على الجانبِ الآخرِ.	العاصفة الكبيرة من جهة المحيطِ يُمْكِنُ أَنْ يَدْفعَ آلافَ الدحروجاتِ الكبيرةِ مِنْ الأميالِ في الشواطئِ على الجانبِ الآخرِ.
But if a massive storm travels across the ocean, its waves can be deadly.	لكن إذا عاصفة هائلة تُسافرُ عبر المحيط، موجاته يُمكنُ أَنْ تَكُونَ قاتلةَ.	لكن إذا سافرت عاصفة ضخمة عبر المحيط، يمكن أن تكون أمواجها قاتلة.
So what happens when the winds blow up a real tempest at sea?	فما الذي يحْدثُ عندما الرياحُ تنفجرُ عاصفة حقيقية في البحر؟	فما الذي يحْدثُ عندما الرياحُ تنفجرُ عاصفة حقيقية في البحر؟
The answer is a lot closer to home.	الجواب الكثير أقرب إلى البيتِ.	الجواب الكثير أقرب إلى البيتِ.
Having travelled across the Atlantic to Ireland,	بَعْدَ أَنْ سافرَت عبر الأطلسي إلى إيرلنده ,	بَعْدَ أَنْ سافرَت عبر الأطلسي إلى إيرلنده ,
I'm about to see what happens when the wind and the waves combine with the power of the jet stream and the intensity of a hurricane.	أَوْشَكْتُ أَنْ أَرى ما أَحْدثُ عندما الريح والموجات تجْتمعانِ بقوَّةِ الجدولِ النفّاثِ وكثافة الإعصار.	أنا على وشك رؤية ما يحدث عندما يتجمع الرياح والأمواج مع قوة الجريان النفاث وشدة الإعصار.
Few people have witnessed it, let alone lived through it.	قلة من الناس شَهدوه , ناهيك عن من عاشَ خلاله.	لقليل من الناس شهدوا ذلك، وأقلهم عاشوه.
Below me is the Fastnet race, where the best yachtsmen pit their wits against the roughest seas in the world.	تحتي سباق سريع حيث يُحرّضُ أفضل رجال يخوتِ ذكائهم ضدّ البحارِ الأخشنِ في العالمِ.	أمامي سباق فاستنت، حيث يخوض أفضل البحارة مواجهة ذكائهم مع أعنف البحار في العالم.
This is the Fastnet Rock, off the southern tip of Ireland.	هذه الصخرةُ السريعة , مِنْ الرأسِ الجنوبيِ لإيرلنده.	هذه الصخرةُ السريعة , مِنْ الرأسِ الجنوبيِ لإيرلنده.
It's one of the most westerly points in Europe, so it's the first place to feel the full force of the Atlantic storms.	هو أحد أكثر النقاطِ الغربيةِ في أوروبا , لذا هو الدرجة الأولى لشُعُور القوة الكاملة للعواصفِ الأطلسيةِ.	هو أحد أكثر النقاطِ الغربيةِ في أوروبا , لذا هو الدرجة الأولى لشُعُور القوة الكاملة للعواصفِ الأطلسيةِ.
Some of the really big ones come from the USA, carried here by powerful transatlantic Westerlies.	البعض مِنْ الواحدِ الكبيرةِ جداً يأتي مِنْ الولايات المتحدة الأمريكية , حَملَ هنا مِن قِبل الغربيين عبر الأطلسيِ الأقوياءِ.	بعضها الكبير حقًا يأتي من الولايات المتحدة ، يحملها إلى هنا الرياح الغربية القوية عبر المحيط الأطلسي.
Given the right conditions, these storms can whip the seas around us into terrifying walls of water, which have even reached over the top of the lighthouse.	أعطىَ الشروطَ الصحيحةَ , هذه العواصفِ يُمْكِنُ أَنْ تَسِيطَ البحارَ حولنا إلى الحيطانِ المرعبةِ مِنْ الماءِ , الذي وَصلَ حتى على قمةِ الفنارِ.	بفضل الظروف المناسبة، يمكن لهذه العواصف أن تثير البحار حولنا وتشكل جدران مرعبة من الماء، والتي وصلت حتى فوق قمة المنارة.
In the summer of 1979, just a few miles from where I'm standing, a storm of almost unprecedented ferocity set in, a storm so powerful that it was unlike any other recorded in these waters.	في صيفِ 1979, فقط بضعة أميال مِنْ حيث أَقِفُ , عاصفة لم يسبق لها مثيلِ تقريباً شرسة حَلّتْ , عاصفة بشكل قوي جداً بِحيث كَانتْ على خلاف أيّ عاصفة أخرى سجّلتْ في هذه المياهِ.	في صيف عام 1979، على بُعد بضعة أميال فقط من حيث أقف، اندلعت عاصفة ذات قوة شديدة تكاد تكون بلا مثيل، عاصفة قوية جداً لم يتم تسجيل مثلها في هذه المياه.
It spelt disaster for the few yachtsmen and women caught up in it.	تَهجّى كارثةً لبِعض رجال اليخوتِ ونِساء إنغمسنَ فيها.	تَهجّى كارثةً لبِعض رجال اليخوتِ ونِساء إنغمسنَ فيها.
They're not like breaking waves on a beach which are lovely to watch.	هم لَيسوا مثل الموجاتِ المَكْسُورةِ على الشاطئ التي تكون رائع للمُرَاقَبَة.	هم لَيسوا مثل الموجاتِ المَكْسُورةِ على الشاطئ التي تكون رائع للمُرَاقَبَة.
